req	id	src_section	src_lines	kind	actor	condition	obligation	exceptions	dest	a1_dest	disposition	multi_actor	tag	note	text
REQ-334	S5-033	PDP Processing Rules	1086	keyword	PDP	at enforcement time	MUST ensure approval does not override policy conditions that remain mandatory	-	10	10	stay	no	core	restates 830 and 850 (dest 8)	* MUST ensure that approval does not override policy conditions that remain mandatory at enforcement time, such as subject status, resource sensitivity, action constraints, environmental risk, and approval expiry.
REQ-335	S5-071	Access Request Service Processing Rules	1090	keyword-free	ARS	-	List lead-in scoping the bullets that follow to an Access Request Service implementing this profile	-	10	10	stay	no	core	1096 (S5-038) leaves for 11, so Section 11 needs its own lead-in plus a restatement of the 1094 parent	An Access Request Service implementing this profile:
REQ-336	S5-034	Access Request Service Processing Rules	1092	keyword	ARS	before accepting Access Request submissions	MUST authenticate and authorize the PEP	-	10	10	stay	no	core	restates 1111 (S5-049, dest 4); not merged because 1111 also covers status retrieval and per-tuple authorization	* MUST authenticate and authorize the PEP before accepting Access Request submissions.
REQ-337	S5-035	Access Request Service Processing Rules	1093	keyword	ARS	on submission	MUST validate the submission is based on a requestable denial, else reject with not_requestable	-	10	10	stay	no	core	restates 413 (dest 6); problem type defined at 961 (dest 9)	* MUST validate that the submission is based on a requestable denial, rejecting a submission that is not with `urn:openid:authzen:access-request:error:not_requestable`.
REQ-338	S5-036	Access Request Service Processing Rules	1094	keyword	ARS	for every requested item	MUST verify the denial-binding material, applying the sub-rules at 1095-1098	-	10	10	stay	no	core	parent of 1095-1098; 1096 goes to 11, so 10 keeps 1094+1095+1097+1098 and 11 needs its own lead-in restating this parent	* MUST verify the denial-binding material for every requested item, applying the following rules:
REQ-339	S5-037	Access Request Service Processing Rules	1095	keyword	ARS	denial.binding_token present	MUST verify its integrity; for a JWS MUST verify the signature with a key from the PDP jwks_uri	-	10	10	stay	no	core	restates 1190-1194 (dest 6) and 202-204 (dest 4)	* When `denial.binding_token` is present, the service MUST verify its integrity. When the value is a JWS, the service MUST verify the signature using a key resolved from the JWK Set advertised at the PDP's `jwks_uri` ({{discovery}}); JWS `kid` headers are matched against JWK `kid` parameters.
REQ-340	S5-038	Access Request Service Processing Rules	1096	keyword	ARS	denial.binding_token absent (shared-state deployment)	MUST resolve evaluation_id, compare the recorded tuple structurally, and enforce the recorded expires_at	mismatch rejected with invalid_denial_binding	11	10	stay	no	alternative	text says the evaluation_id path is shared-state only; plan's Part II row names 1088 as a source for 11; defining text 259 and 300 (dest 11), comparison 1184 (dest 6) | A1 list rule: stays with its lead-in in 10; A2 moves it to 11 after rewording the lead-in	* When `denial.binding_token` is absent, the service MUST resolve or validate `denial.evaluation_id`, retrieve the Subject, Resource, Action, authorization-relevant Context, and `expires_at` recorded for that evaluation in shared state (the `evaluation_id` path is for shared-state deployments only; see {{requestable-denial-context}}), verify the Subject, Resource, Action, and Context match the submission using the structural comparison defined in {{binding-token-integrity}} (rejecting a mismatch with `urn:openid:authzen:access-request:error:invalid_denial_binding`), and enforce freshness against the recorded `expires_at` rather than the PEP-echoed `denial.expires_at`.
REQ-341	S5-039	Access Request Service Processing Rules	1097	keyword	ARS	submission received after the verified denial.expires_at	MUST reject with expired_denial	after applying any configured clock-skew tolerance ({{impl-considerations}})	10	10	stay	no	core	restates 240, 400, 1196, 1198; plan S6 withdrew 240/400/1097 from consolidation because a merge would strip the skew clause	* The service MUST reject submissions received after the verified `denial.expires_at` with `urn:openid:authzen:access-request:error:expired_denial`, after applying any clock-skew tolerance it has configured (see {{impl-considerations}}).
REQ-342	S5-040	Access Request Service Processing Rules	1098	keyword	ARS	binding material unverifiable or not bound to the submitted denial	MUST reject with invalid_denial_binding	-	10	10	stay	no	core	restates 363 and 415 (dest 6) and step 4 at 1195 (dest 6)	* The service MUST reject submissions whose binding material cannot be verified, or whose claims do not bind to the submitted denial, with `urn:openid:authzen:access-request:error:invalid_denial_binding`.
REQ-343	S5-041	Access Request Service Processing Rules	1099	keyword	ARS	on accepting a submission	MUST bind the task to Subject, Resource, Action, Context, denial, requester, and client	-	10	10	stay	no	core	no Part I paragraph states this; nearest are 1159 (Security) and 826 (dest 8); plan S6 withdrew 1099/1159 (different actors and tuples)	* MUST bind the task to the submitted Subject, Resource, Action, Context, denial, requester, and client.
REQ-344	S5-042	Access Request Service Processing Rules	1100	keyword	ARS	for accepted requests	MUST return an opaque Task Handle	-	10	10	stay	no	core	restates 519 (dest 6); 1234 states it for a different actor	* MUST return an opaque Task Handle for accepted requests.
REQ-345	S5-043	Access Request Service Processing Rules	1101	keyword	ARS	-	SHOULD support idempotent request submission using the Idempotency-Key header	-	10	10	stay	no	core	restates 419-421 (dest 6; extended guidance to 15)	* SHOULD support idempotent request submission using the `Idempotency-Key` header.
REQ-346	S5-044	Access Request Service Processing Rules	1102	keyword	ARS	-	MUST expire Access Requests and approvals according to local policy	-	10	10	stay	no	core	task.expires_at at 535-536 is OPTIONAL (dest 6); approved_until REQUIRED at 807 (dest 8); 1208 says approval results MUST expire	* MUST expire Access Requests and approvals according to local policy.
REQ-347	S5-045	Access Request Service Processing Rules	1103	keyword	ARS	configured approval workflow has not completed successfully	MUST NOT return approved	-	10	10	stay	no	core	status approved defined at 639-640 (dest 7); 1218 adds the ineligible-approver case	* MUST NOT return `approved` unless the configured approval workflow has completed successfully.
REQ-348	S5-046	Access Request Service Processing Rules	1104	keyword	ARS	before treating an approval workflow as successfully completed	MUST evaluate approver eligibility (self-approval, delegation, separation of duties, conflict of interest)	none stated here; 1218 allows an explicit local-policy exception recorded for audit	10	10	stay	no	core	plan S6 candidate; 1218's wording survives because it carries the exception clause; anchor {{approver-eligibility}} lands on the surviving text in 10 | 2nd reader: ACCEPTED; 1218 wording survives (carries audited-exception clause) | 2nd reader (round 2): consolidation with 1218 REJECTED: 1104 checkpoint is before treating the workflow as successfully completed, 1218 checkpoint is before returning approved; different conditions. Both kept in 10; A2 may write a combined rule | 2nd reader (round 2): consolidation with 1218 REJECTED: 1104 checkpoint is before treating the workflow as successfully completed, 1218 is before returning approved; different conditions. Both kept in 10; A2 may write a combined rule	* MUST evaluate approver eligibility, including self-approval, delegation, separation-of-duties, and conflict-of-interest policy, before treating an approval workflow as successfully completed.
REQ-349	S5-047	Access Request Service Processing Rules	1105	keyword	ARS	-	MUST retain audit records sufficient to reconstruct request, approval, denial, and completion result	-	10	10	stay	no	core	sole statement of this rule; related SHOULDs at 294 (dest 5) and 1222 (Security)	* MUST retain sufficient audit records to reconstruct the request, approval, denial, and completion result.
REQ-350	S5-048	Authorization and Authentication	1109	keyword	ARS	-	Endpoints are protected APIs; OAuth 2.0 RECOMMENDED; with bearer tokens they MUST follow RFC6750	Cancellation endpoint authorization rules are defined in {{cancellation}} (dest 17)	4	4	move	no	core	plan Part I row sends 1109-1111 to 4; anchor {{authorization-and-authentication}} (1107) then has no home and is cited from 190 (dest 18)	The Access Request Endpoint and Task Status Endpoint are protected APIs. Support for OAuth 2.0 {{RFC6749}} is RECOMMENDED. When OAuth 2.0 bearer tokens are used, the endpoints MUST follow {{RFC6750}}. The Cancellation endpoint ({{cancellation}}) is similarly protected; its authorization rules are defined in that section.
